Election_Id,Election_State,ONS_Constituency_Id,ONS_Region_Id,Constituency_Name,Region_Name,Country_Name,Constituency_Type,Declaration_Time,Winning_Candidate_Given_Name,Winning_Candidate_Family_Name,Winning_Candidate_Gender_Name,Short_Result_Summary,Long_Result_Summary,First_Placed_Party,Second_Placed_Party,Electorate,Valid_Votes,Invalid_Votes,Majority
3251,Pre-candidates,W07000081,W92000004,Aberafan Maesteg,,Wales,County,,Stephen,Kinnock,Male,Lab hold,Labour hold,Labour,Reform UK,72580,35755,79,10354
3252,Pre-candidates,S14000060,S92000003,Aberdeen North,,Scotland,Burgh,,Kirsty,Blackman,Female,SNP hold,Scottish National Party hold,Scottish National Party,Labour,75925,42095,115,1760
3253,Candidates only,S14000061,S92000003,Aberdeen South,,Scotland,Burgh,,Stephen,Flynn,Male,SNP hold,Scottish National Party hold,Scottish National Party,Labour,77328,46345,178,3758
3254,Candidates only,S14000062,S92000003,Aberdeenshire North and Moray East,,Scotland,County,,Seamus,Logan,Male,SNP gain from Con,Scottish National Party gain from Conservative,Scottish National Party,Conservative,70058,38188,170,942
3255,Winners only,S14000063,S92000003,Airdrie and Shotts,,Scotland,County,,Kenneth,Stevenson,Male,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,70199,36666,95,7547
3256,Winners only,E14001063,E12000008,Aldershot,South East,England,Borough,,Alex,Baker,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,78553,48544,179,5683
3257,Full results,E14001064,E12000005,Aldridge-Brownhills,West Midlands,England,Borough,,Wendy,Morton,Female,Con hold,Conservative hold,Conservative,Labour,70268,40912,156,4294
3258,Full results,S14000064,S92000003,Alloa and Grangemouth,,Scotland,County,,Brian,Leishman,Male,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,70680,41201,74,6122
3259,Full results,E14001065,E12000002,Altrincham and Sale West,North West,England,Borough,,Connor,Rand,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,74025,51452,184,4174
3260,Full results,W07000082,W92000004,Alyn and Deeside,,Wales,County,,Mark,Tami,Male,Lab hold,Labour hold,Labour,Reform UK,75790,43392,135,8794
3261,Full results,E14001066,E12000004,Amber Valley,East Midlands,England,County,,Linsey,Farnsworth,Female,Lab gain from Con,Labour gain from Conservative,Labour,Reform UK,71546,42531,105,3554
3262,Full results,S14000065,S92000003,Angus and Perthshire Glens,,Scotland,County,,Dave,Doogan,Male,SNP hold,Scottish National Party hold,Scottish National Party,Conservative,76668,47348,224,4870
3263,Full results,S14000066,S92000003,Arbroath and Broughty Ferry,,Scotland,County,,Stephen,Gethins,Male,SNP hold,Scottish National Party hold,Scottish National Party,Labour,76149,44117,161,859
3264,Full results,S14000067,S92000003,"Argyll, Bute and South Lochaber",,Scotland,County,,Brendan,O'Hara,Male,SNP hold,Scottish National Party hold,Scottish National Party,Conservative,71756,44862,216,6232
3265,Full results,E14001067,E12000008,Arundel and South Downs,South East,England,County,,Andrew,Griffith,Male,Con hold,Conservative hold,Conservative,Liberal Democrat,77969,54740,214,12134
3266,Full results,E14001068,E12000004,Ashfield,East Midlands,England,County,,Lee,Anderson,Male,RUK gain from Con,Reform UK gain from Conservative,Reform UK,Labour,68929,39882,102,5508
3267,Full results,E14001069,E12000008,Ashford,South East,England,County,,Sojan,Joseph,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,76233,46975,164,1779
3268,Full results,E14001070,E12000002,Ashton-under-Lyne,North West,England,Borough,,Angela,Rayner,Female,Lab hold,Labour hold,Labour,Reform UK,71002,35461,136,6791
3269,Full results,E14001071,E12000008,Aylesbury,South East,England,County,,Laura,Kyrke-Smith,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,79169,49940,213,630
3270,Full results,S14000107,S92000003,"Ayr, Carrick and Cumnock",,Scotland,County,,Elaine,Stewart,Female,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,70340,40936,120,4154
3271,Full results,E14001072,E12000008,Banbury,South East,England,County,,Sean,Woodcock,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,73250,48178,187,3256
3272,Full results,W07000083,W92000004,Bangor Aberconwy,,Wales,County,,Claire,Hughes,Female,Lab gain from Con,Labour gain from Conservative,Labour,Plaid Cymru,70527,41660,154,4896
3273,Full results,E14001073,E12000007,Barking,London,England,Borough,,Nesil,Caliskan,Female,Lab hold,Labour hold,Labour,Reform UK,79822,36477,120,11054
3274,Full results,E14001074,E12000003,Barnsley North,Yorkshire and The Humber,England,County,,Dan,Jarvis,Male,Lab hold,Labour hold,Labour,Reform UK,78274,36894,114,7811
3275,Full results,E14001075,E12000003,Barnsley South,Yorkshire and The Humber,England,County,,Stephanie,Peacock,Female,Lab hold,Labour hold,Labour,Reform UK,75853,35082,78,4748
3276,Full results,E14001076,E12000002,Barrow and Furness,North West,England,County,,Michelle,Scrogham,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,74980,42221,141,5324
3277,Full results,E14001077,E12000006,Basildon and Billericay,East of England,England,Borough,,Richard,Holden,Male,Con hold,Conservative hold,Conservative,Labour,76873,42124,176,20
3278,Full results,E14001078,E12000008,Basingstoke,South East,England,Borough,,Luke,Murphy,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,78487,48989,189,6484
3279,Full results,E14001079,E12000004,Bassetlaw,East Midlands,England,County,,Jo,White,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,78161,44878,150,5768
3280,Full results,E14001080,E12000009,Bath,South West,England,County,,Wera,Hobhouse,Female,LD hold,Liberal Democrat hold,Liberal Democrat,Labour,69662,48130,192,11218
3281,Full results,S14000068,S92000003,Bathgate and Linlithgow,,Scotland,County,,Kirsteen,Sullivan,Female,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,72185,42065,92,8323
3282,Full results,E14001081,E12000007,Battersea,London,England,Borough,,Marsha,De Cordova,Female,Lab hold,Labour hold,Labour,Conservative,72827,47082,237,12039
3283,Full results,E14001082,E12000008,Beaconsfield,South East,England,County,,Joy,Morrissey,Female,Con hold,Conservative hold,Conservative,Liberal Democrat,72751,47726,162,5455
3284,Full results,E14001083,E12000007,Beckenham and Penge,London,England,Borough,,Liam,Conlon,Male,Lab hold,Labour hold,Labour,Conservative,77198,52222,218,12905
3285,Full results,E14001084,E12000006,Bedford,East of England,England,Borough,,Mohammad,Yasin,Male,Lab hold,Labour hold,Labour,Conservative,72478,40659,210,9430
3286,Full results,N05000001,N92000002,Belfast East,,Northern Ireland,Borough,,Gavin,Robinson,Male,DUP hold,Democratic Unionist Party hold,Democratic Unionist Party,Alliance,72917,42706,184,2676
3287,Full results,N05000002,N92000002,Belfast North,,Northern Ireland,Borough,,John,Finucane,Male,SF hold,Sinn Féin hold,Sinn Féin,Democratic Unionist Party,74240,40452,293,5612
3288,Full results,N05000003,N92000002,Belfast South and Mid Down,,Northern Ireland,Borough,,Claire,Hanna,Female,SDLP hold,Social Democratic & Labour Party hold,Social Democratic & Labour Party,Alliance,74749,43491,266,12506
3289,Full results,N05000004,N92000002,Belfast West,,Northern Ireland,Borough,,Paul,Maskey,Male,SF hold,Sinn Féin hold,Sinn Féin,People Before Profit Alliance,75346,39743,256,15961
3290,Full results,E14001085,E12000007,Bermondsey and Old Southwark,London,England,Borough,,Neil,Coyle,Male,Lab hold,Labour hold,Labour,Liberal Democrat,69482,37603,180,7787
3291,Full results,S14000108,S92000003,"Berwickshire, Roxburgh and Selkirk",,Scotland,County,,John,Lamont,Male,Con hold,Conservative hold,Conservative,Scottish National Party,76438,46558,138,6599
3292,Full results,E14001086,E12000007,Bethnal Green and Stepney,London,England,Borough,,Rushanara,Ali,Female,Lab hold,Labour hold,Labour,,81439,46647,320,1689
3293,Full results,E14001087,E12000003,Beverley and Holderness,Yorkshire and The Humber,England,County,,Graham,Stuart,Male,Con hold,Conservative hold,Conservative,Labour,71994,44897,144,124
3294,Full results,E14001088,E12000008,Bexhill and Battle,South East,England,County,,Kieran,Mullan,Male,Con hold,Conservative hold,Conservative,Labour,72198,47750,188,2657
3295,Full results,E14001089,E12000007,Bexleyheath and Crayford,London,England,Borough,,Daniel,Francis,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,70297,43461,118,2114
3296,Full results,E14001090,E12000008,Bicester and Woodstock,South East,England,County,,Calum,Miller,Male,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,74353,50219,167,4958
3297,Full results,E14001091,E12000002,Birkenhead,North West,England,Borough,,Alison,McGovern,Female,Lab hold,Labour hold,Labour,Green Party,78091,43134,142,13798
3298,Full results,E14001092,E12000005,Birmingham Edgbaston,West Midlands,England,Borough,,Preet,Gill,Female,Lab hold,Labour hold,Labour,Conservative,71787,37428,179,8368
3299,Full results,E14001093,E12000005,Birmingham Erdington,West Midlands,England,Borough,,Paulette,Hamilton,Female,Lab hold,Labour hold,Labour,Reform UK,77463,34137,152,7019
3300,Full results,E14001094,E12000005,Birmingham Hall Green and Moseley,West Midlands,England,Borough,,Tahir,Ali,Male,Lab hold,Labour hold,Labour,,76936,41606,256,5656
3301,Full results,E14001095,E12000005,Birmingham Hodge Hill and Solihull North,West Midlands,England,Borough,,Liam,Byrne,Male,Lab hold,Labour hold,Labour,Workers Party of Britain,77737,34136,127,1566
3302,Full results,E14001096,E12000005,Birmingham Ladywood,West Midlands,England,Borough,,Shabana,Mahmood,Female,Lab hold,Labour hold,Labour,,83693,36579,203,3421
3303,Full results,E14001097,E12000005,Birmingham Northfield,West Midlands,England,Borough,,Laurence,Turner,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,74048,37652,138,5389
3304,Full results,E14001098,E12000005,Birmingham Perry Barr,West Midlands,England,Borough,,Ayoub,Khan,Male,IND gain from Lab,Independent gain from Labour,,Labour,76350,37476,211,507
3305,Full results,E14001099,E12000005,Birmingham Selly Oak,West Midlands,England,Borough,,Al,Carns,Male,Lab hold,Labour hold,Labour,Conservative,75678,38423,144,11537
3306,Full results,E14001100,E12000005,Birmingham Yardley,West Midlands,England,Borough,,Jess,Phillips,Female,Lab hold,Labour hold,Labour,Workers Party of Britain,73203,36144,128,693
3307,Full results,E14001101,E12000001,Bishop Auckland,North East,England,County,,Sam,Rushworth,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,70745,40427,133,6672
3308,Full results,E14001102,E12000002,Blackburn,North West,England,Borough,,Adnan,Hussain,Male,IND gain from Lab,Independent gain from Labour,,Labour,73263,38887,163,132
3309,Full results,E14001103,E12000002,Blackley and Middleton South,North West,England,Borough,,Graham,Stringer,Male,Lab hold,Labour hold,Labour,Reform UK,72303,31340,149,10250
3310,Full results,E14001104,E12000002,Blackpool North and Fleetwood,North West,England,Borough,,Lorraine,Beavers,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,73339,41810,128,4647
3311,Full results,E14001105,E12000002,Blackpool South,North West,England,Borough,,Chris,Webb,Male,Lab gain from Con,Labour gain from Conservative,Labour,Reform UK,77460,35180,129,6848
3312,Full results,W07000084,W92000004,Blaenau Gwent and Rhymney,,Wales,County,,Nick,Smith,Male,Lab hold,Labour hold,Labour,Plaid Cymru,70153,29922,516,12183
3313,Full results,E14001106,E12000001,Blaydon and Consett,North East,England,County,,Liz,Twist,Female,Lab hold,Labour hold,Labour,Reform UK,70487,42216,120,11153
3314,Full results,E14001107,E12000001,Blyth and Ashington,North East,England,County,,Ian,Lavery,Male,Lab hold,Labour hold,Labour,Reform UK,76595,40401,126,9173
3315,Full results,E14001108,E12000008,Bognor Regis and Littlehampton,South East,England,Borough,,Alison,Griffiths,Female,Con hold,Conservative hold,Conservative,Labour,76854,47827,186,1765
3316,Full results,E14001109,E12000004,Bolsover,East Midlands,England,County,,Natalie,Fleet,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,77207,42434,111,6323
3317,Full results,E14001110,E12000002,Bolton North East,North West,England,Borough,,Kirith,Entwistle,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,80011,43359,148,6653
3318,Full results,E14001111,E12000002,Bolton South and Walkden,North West,England,Borough,,Yasmin,Qureshi,Female,Lab hold,Labour hold,Labour,Reform UK,79622,36930,138,6743
3319,Full results,E14001112,E12000002,Bolton West,North West,England,County,,Phil,Brickell,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,74933,44598,180,4945
3320,Full results,E14001113,E12000002,Bootle,North West,England,Borough,,Peter,Dowd,Male,Lab hold,Labour hold,Labour,Reform UK,73037,38880,139,21983
3321,Full results,E14001114,E12000004,Boston and Skegness,East Midlands,England,County,,Richard,Tice,Male,RUK gain from Con,Reform UK gain from Conservative,Reform UK,Conservative,75811,40455,128,2010
3322,Full results,E14001115,E12000009,Bournemouth East,South West,England,Borough,,Tom,Hayes,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,72354,44910,143,5479
3323,Full results,E14001116,E12000009,Bournemouth West,South West,England,Borough,,Jessica,Toale,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,70259,39418,137,3224
3324,Full results,E14001117,E12000008,Bracknell,South East,England,Borough,,Peter,Swallow,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,71660,43837,155,784
3325,Full results,E14001118,E12000003,Bradford East,Yorkshire and The Humber,England,Borough,,Imran,Hussain,Male,Lab hold,Labour hold,Labour,,75164,37216,148,6189
3326,Full results,E14001119,E12000003,Bradford South,Yorkshire and The Humber,England,Borough,,Judith,Cummins,Female,Lab hold,Labour hold,Labour,Reform UK,70999,33042,91,4392
3327,Full results,E14001120,E12000003,Bradford West,Yorkshire and The Humber,England,Borough,,Naz,Shah,Female,Lab hold,Labour hold,Labour,,77897,37081,219,707
3328,Full results,E14001121,E12000006,Braintree,East of England,England,County,,James,Cleverly,Male,Con hold,Conservative hold,Conservative,Labour,77673,49028,167,3670
3329,Full results,W07000085,W92000004,"Brecon, Radnor and Cwm Tawe",,Wales,County,,David,Chadwick,Male,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,73114,46548,120,1472
3330,Full results,E14001122,E12000007,Brent East,London,England,Borough,,Dawn,Butler,Female,Lab hold,Labour hold,Labour,Conservative,77547,37802,243,13047
3331,Full results,E14001123,E12000007,Brent West,London,England,Borough,,Barry,Gardiner,Male,Lab hold,Labour hold,Labour,Conservative,80027,41376,199,3793
3332,Full results,E14001124,E12000007,Brentford and Isleworth,London,England,Borough,,Ruth,Cadbury,Female,Lab hold,Labour hold,Labour,Conservative,79423,45254,219,9824
3333,Full results,E14001125,E12000006,Brentwood and Ongar,East of England,England,County,,Alex,Burghart,Male,Con hold,Conservative hold,Conservative,Reform UK,75352,48332,169,5980
3334,Full results,W07000086,W92000004,Bridgend,,Wales,County,,Chris,Elmore,Male,Lab gain from Con,Labour gain from Conservative,Labour,Reform UK,73168,41374,108,8595
3335,Full results,E14001126,E12000009,Bridgwater,South West,England,County,,Ashley,Fox,Male,Con hold,Conservative hold,Conservative,Labour,71571,40129,149,1349
3336,Full results,E14001127,E12000003,Bridlington and The Wolds,Yorkshire and The Humber,England,County,,Charlie,Dewhirst,Male,Con hold,Conservative hold,Conservative,Labour,74438,42937,140,3125
3337,Full results,E14001128,E12000003,Brigg and Immingham,Yorkshire and The Humber,England,County,,Martin,Vickers,Male,Con hold,Conservative hold,Conservative,Labour,73099,42508,168,3243
3338,Full results,E14001129,E12000008,Brighton Kemptown and Peacehaven,South East,England,Borough,,Chris,Ward,Male,Lab hold,Labour hold,Labour,Conservative,68784,40686,557,9663
3339,Full results,E14001130,E12000008,Brighton Pavilion,South East,England,Borough,,Siân,Berry,Female,Green hold,Green Party hold,Green Party,Labour,74786,52363,209,14290
3340,Full results,E14001131,E12000009,Bristol Central,South West,England,Borough,,Carla,Denyer,Female,Green gain from Lab,Green Party gain from Labour,Green Party,Labour,62735,43365,165,10407
3341,Full results,E14001132,E12000009,Bristol East,South West,England,Borough,,Kerry,McCarthy,Female,Lab hold,Labour hold,Labour,Green Party,75917,46109,845,6606
3342,Full results,E14001133,E12000009,Bristol North East,South West,England,Borough,,Damien,Egan,Male,Lab hold,Labour hold,Labour,Green Party,70076,41989,160,11167
3343,Full results,E14001134,E12000009,Bristol North West,South West,England,Borough,,Darren,Jones,Male,Lab hold,Labour hold,Labour,Green Party,74869,48464,264,15669
3344,Full results,E14001135,E12000009,Bristol South,South West,England,Borough,,Karin,Smyth,Female,Lab hold,Labour hold,Labour,Green Party,75533,43403,179,7666
3345,Full results,E14001136,E12000006,Broadland and Fakenham,East of England,England,County,,Jerome,Mayhew,Male,Con hold,Conservative hold,Conservative,Labour,76863,49513,192,719
3346,Full results,E14001137,E12000007,Bromley and Biggin Hill,London,England,Borough,,Peter,Fortune,Male,Con hold,Conservative hold,Conservative,Labour,70713,46788,173,302
3347,Full results,E14001138,E12000005,Bromsgrove,West Midlands,England,County,,Bradley,Thomas,Male,Con hold,Conservative hold,Conservative,Labour,76468,50405,140,3016
3348,Full results,E14001139,E12000006,Broxbourne,East of England,England,County,,Lewis,Cocking,Male,Con hold,Conservative hold,Conservative,Labour,75210,42952,142,2858
3349,Full results,E14001140,E12000004,Broxtowe,East Midlands,England,County,,Juliet,Campbell,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,70440,47838,165,8403
3350,Full results,E14001141,E12000008,Buckingham and Bletchley,South East,England,County,,Callum,Anderson,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,74832,47641,206,2421
3351,Full results,E14001142,E12000002,Burnley,North West,England,County,,Oliver,Ryan,Male,Lab gain from Con,Labour gain from Conservative,Labour,Liberal Democrat,74954,39719,130,3420
3352,Full results,E14001143,E12000005,Burton and Uttoxeter,West Midlands,England,County,,Jacob,Collier,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,77994,45627,161,2266
3353,Full results,E14001144,E12000002,Bury North,North West,England,Borough,,James,Frith,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,77686,45520,174,6944
3354,Full results,E14001145,E12000002,Bury South,North West,England,Borough,,Christian,Wakeford,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,75326,42214,170,9361
3355,Full results,E14001146,E12000006,Bury St Edmunds and Stowmarket,East of England,England,County,,Peter,Prinsley,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,78479,50893,193,1452
3356,Full results,W07000087,W92000004,Caerfyrddin,,Wales,County,,Ann,Davies,Female,PC gain from Con,Plaid Cymru gain from Conservative,Plaid Cymru,Labour,74005,45604,187,4535
3357,Full results,W07000088,W92000004,Caerphilly,,Wales,County,,Chris,Evans,Male,Lab hold,Labour hold,Labour,Plaid Cymru,72648,38234,156,6419
3358,Full results,S14000069,S92000003,"Caithness, Sutherland and Easter Ross",,Scotland,County,,Jamie,Stone,Male,LD gain from SNP,Liberal Democrat gain from Scottish National Party,Liberal Democrat,Scottish National Party,74627,46048,122,10489
3359,Full results,E14001147,E12000003,Calder Valley,Yorkshire and The Humber,England,County,,Josh,Fenton-Glynn,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,77364,49608,188,8991
3360,Full results,E14001148,E12000009,Camborne and Redruth,South West,England,County,,Perran,Moon,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,74342,47785,196,7806
3361,Full results,E14001149,E12000006,Cambridge,East of England,England,Borough,,Daniel,Zeichner,Male,Lab hold,Labour hold,Labour,Liberal Democrat,70321,42100,372,11078
3362,Full results,E14001150,E12000005,Cannock Chase,West Midlands,England,County,,Josh,Newbury,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,76974,42953,119,3125
3363,Full results,E14001151,E12000008,Canterbury,South East,England,County,,Rosie,Duffield,Female,Lab hold,Labour hold,Labour,Conservative,71155,47231,173,8653
3364,Full results,W07000089,W92000004,Cardiff East,,Wales,Borough,,Jo,Stevens,Female,Lab hold,Labour hold,Labour,Liberal Democrat,72876,39123,172,9097
3365,Full results,W07000090,W92000004,Cardiff North,,Wales,Borough,,Anna,McMorrin,Female,Lab hold,Labour hold,Labour,Conservative,71460,47473,232,11207
3366,Full results,W07000091,W92000004,Cardiff South and Penarth,,Wales,Borough,,Stephen,Doughty,Male,Lab hold,Labour hold,Labour,Green Party,73060,39176,221,11767
3367,Full results,W07000092,W92000004,Cardiff West,,Wales,Borough,,Alex,Barros-Curtis,Male,Lab hold,Labour hold,Labour,Plaid Cymru,75697,44757,195,7019
3368,Full results,E14001152,E12000002,Carlisle,North West,England,County,,Julie,Minns,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,77863,45979,152,5200
3369,Full results,E14001153,E12000007,Carshalton and Wallington,London,England,Borough,,Bobby,Dean,Male,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,74362,46670,117,7905
3370,Full results,E14001154,E12000006,Castle Point,East of England,England,Borough,,Rebecca,Harris,Female,Con hold,Conservative hold,Conservative,Reform UK,71026,40633,138,3251
3371,Full results,S14000109,S92000003,Central Ayrshire,,Scotland,County,,Alan,Gemmell,Male,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,69413,41419,123,6869
3372,Full results,E14001155,E12000009,Central Devon,South West,England,County,,Mel,Stride,Male,Con hold,Conservative hold,Conservative,Labour,75385,53432,211,61
3373,Full results,E14001156,E12000006,Central Suffolk and North Ipswich,East of England,England,County,,Patrick,Spencer,Male,Con hold,Conservative hold,Conservative,Labour,73046,46423,215,4290
3374,Full results,W07000093,W92000004,Ceredigion Preseli,,Wales,County,,Ben,Lake,Male,PC hold,Plaid Cymru hold,Plaid Cymru,Liberal Democrat,75690,46302,155,14789
3375,Full results,E14001157,E12000008,Chatham and Aylesford,South East,England,County,,Tristan,Osborne,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,75109,40845,124,1998
3376,Full results,E14001158,E12000002,Cheadle,North West,England,Borough,,Tom,Morrison,Male,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,74383,50731,110,12235
3377,Full results,E14001159,E12000006,Chelmsford,East of England,England,Borough,,Marie,Goldman,Female,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,76970,50716,139,4753
3378,Full results,E14001160,E12000007,Chelsea and Fulham,London,England,Borough,,Ben,Coleman,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,78468,47116,184,152
3379,Full results,E14001161,E12000009,Cheltenham,South West,England,Borough,,Max,Wilkinson,Male,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,76144,49542,986,7210
3380,Full results,E14001162,E12000008,Chesham and Amersham,South East,England,County,,Sarah,Green,Female,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,74889,54455,161,5451
3381,Full results,E14001163,E12000002,Chester North and Neston,North West,England,County,,Samantha,Dixon,Female,Lab hold,Labour hold,Labour,Conservative,70215,44694,216,11870
3382,Full results,E14001164,E12000002,Chester South and Eddisbury,North West,England,County,,Aphra,Brandreth,Female,Con hold,Conservative hold,Conservative,Labour,74284,52486,155,3057
3383,Full results,E14001165,E12000004,Chesterfield,East Midlands,England,Borough,,Toby,Perkins,Male,Lab hold,Labour hold,Labour,Conservative,71645,41555,135,10820
3384,Full results,E14001166,E12000008,Chichester,South East,England,County,,Jess,Brown-Fuller,Female,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,78374,51947,146,12172
3385,Full results,E14001167,E12000007,Chingford and Woodford Green,London,England,Borough,,Iain,Duncan Smith,Male,Con hold,Conservative hold,Conservative,Labour,74010,48512,135,4757
3386,Full results,E14001168,E12000009,Chippenham,South West,England,County,,Sarah,Gibson,Female,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,74107,49512,157,8138
3387,Full results,E14001169,E12000007,Chipping Barnet,London,England,Borough,,Dan,Tomlinson,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,78038,50859,209,2914
3388,Full results,E14001170,E12000002,Chorley,North West,England,County,,Lindsay,Hoyle,Male,IND hold,Independent hold,,Green Party,74801,33964,1198,20575
3389,Full results,E14001171,E12000009,Christchurch,South West,England,County,,Christopher,Chope,Male,Con hold,Conservative hold,Conservative,Liberal Democrat,71060,47335,143,7455
3390,Full results,E14001172,E12000007,Cities of London and Westminster,London,England,Borough,,Rachel,Blake,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,73369,39215,202,2708
3391,Full results,E14001173,E12000001,City of Durham,North East,England,County,,Mary,Foy,Female,Lab hold,Labour hold,Labour,Reform UK,70583,40627,165,11757
3392,Full results,E14001174,E12000006,Clacton,East of England,England,County,,Nigel,Farage,Male,RUK gain from Con,Reform UK gain from Conservative,Reform UK,Conservative,78245,45958,111,8405
3393,Full results,E14001175,E12000007,Clapham and Brixton Hill,London,England,Borough,,Bell,Ribeiro-Addy,Female,Lab hold,Labour hold,Labour,Liberal Democrat,74159,42741,209,18005
3394,Full results,W07000094,W92000004,Clwyd East,,Wales,County,,Becky,Gittins,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,76637,47822,163,4622
3395,Full results,W07000095,W92000004,Clwyd North,,Wales,County,,Gill,German,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,75027,41627,111,1196
3396,Full results,S14000070,S92000003,Coatbridge and Bellshill,,Scotland,Burgh,,Frank,McNally,Male,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,72667,38731,115,6344
3397,Full results,E14001176,E12000006,Colchester,East of England,England,Borough,,Pam,Cox,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,78662,44903,156,8250
3398,Full results,E14001177,E12000003,Colne Valley,Yorkshire and The Humber,England,County,,Paul,Davies,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,72638,46221,139,4963
3399,Full results,E14001178,E12000002,Congleton,North West,England,County,,Sarah,Russell,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,74243,50125,153,3387
3400,Full results,E14001179,E12000004,Corby and East Northamptonshire,East Midlands,England,County,,Lee,Barron,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,78770,49589,165,6331
3401,Full results,E14001180,E12000005,Coventry East,West Midlands,England,Borough,,Mary,Creagh,Female,Lab hold,Labour hold,Labour,Reform UK,75773,37014,144,11623
3402,Full results,E14001181,E12000005,Coventry North West,West Midlands,England,Borough,,Taiwo,Owatemi,Female,Lab hold,Labour hold,Labour,Conservative,75036,42030,180,11174
3403,Full results,E14001182,E12000005,Coventry South,West Midlands,England,Borough,,Zarah,Sultana,Female,Lab hold,Labour hold,Labour,Conservative,76232,42731,159,10201
3404,Full results,S14000071,S92000003,Cowdenbeath and Kirkcaldy,,Scotland,County,,Melanie,Ward,Female,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,71845,40814,106,7248
3405,Full results,E14001183,E12000001,Cramlington and Killingworth,North East,England,County,,Emma,Foody,Female,Lab hold,Labour hold,Labour,Reform UK,76228,45394,128,12820
3406,Full results,E14001184,E12000008,Crawley,South East,England,Borough,,Peter,Lamb,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,75569,45642,190,5235
3407,Full results,E14001185,E12000002,Crewe and Nantwich,North West,England,County,,Connor,Naismith,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,78423,47197,140,9727
3408,Full results,E14001186,E12000007,Croydon East,London,England,Borough,,Natasha,Irons,Female,Lab hold,Labour hold,Labour,Conservative,76595,43779,174,6825
3409,Full results,E14001187,E12000007,Croydon South,London,England,Borough,,Chris,Philp,Male,Con hold,Conservative hold,Conservative,Labour,74889,49378,159,2313
